code,time_total,time_connect,time_appconnect,time_starttransfer,size_downloaded,speed_download,http_version
200,0.711157,0.094083,0.168543,0.403667,301063,423436.000,1.1
200,0.519639,0.037529,0.107565,0.141558,301063,580082.000,1.1
200,0.471119,0.034610,0.131284,0.168400,301063,639199.000,1.1
200,0.465235,0.037623,0.114029,0.152354,301063,647447.000,1.1
200,0.387280,0.028380,0.100149,0.141090,301063,777940.000,1.1
200,0.462124,0.031809,0.126306,0.164576,301063,651651.000,1.1
200,0.449752,0.075116,0.162206,0.201278,301063,670518.000,1.1
200,0.375408,0.034320,0.126063,0.165687,301063,802834.000,1.1
200,0.375893,0.029996,0.108879,0.150451,301063,802834.000,1.1
200,0.385710,0.038453,0.131041,0.169816,301063,781981.000,1.1
200,0.348780,0.045486,0.120309,0.167850,301063,865123.000,1.1
200,0.337117,0.034777,0.106510,0.138072,301063,893362.000,1.1
200,0.337022,0.035200,0.108381,0.140302,301063,893362.000,1.1
200,0.418298,0.035073,0.119110,0.163315,301063,720246.000,1.1
200,0.363929,0.033704,0.122038,0.156139,301063,829374.000,1.1
200,0.366908,0.033447,0.133820,0.183116,301063,822576.000,1.1
200,0.326752,0.031828,0.111435,0.143815,301063,923506.000,1.1
200,0.317937,0.028975,0.106993,0.141866,301063,949725.000,1.1
200,0.404517,0.036545,0.154654,0.189495,301063,745205.000,1.1
200,0.444476,0.070594,0.145742,0.193137,301063,678069.000,1.1
200,0.473657,0.041323,0.230853,0.276038,301063,636496.000,1.1
200,0.473765,0.037261,0.126587,0.160497,301063,636496.000,1.1
200,0.370957,0.036315,0.136653,0.174753,301063,813683.000,1.1
200,0.362883,0.041891,0.130470,0.197802,301063,831665.000,1.1
200,0.359755,0.029892,0.119728,0.161001,301063,838615.000,1.1
200,0.372253,0.034085,0.112959,0.142502,301063,809309.000,1.1
200,0.345278,0.031222,0.123208,0.173373,301063,872646.000,1.1
200,0.343482,0.031925,0.103383,0.164918,301063,877734.000,1.1
200,0.412726,0.038266,0.139117,0.172863,301063,730735.000,1.1
200,0.395474,0.066603,0.152901,0.191481,301063,762184.000,1.1
200,0.441483,0.030136,0.231152,0.262444,301063,682682.000,1.1
200,0.426236,0.038942,0.144123,0.212177,301063,706720.000,1.1
200,0.319635,0.033285,0.111978,0.152504,301063,943771.000,1.1
200,0.350211,0.037853,0.123188,0.154269,301063,860180.000,1.1
200,0.324950,0.030404,0.117426,0.150672,301063,929206.000,1.1
200,0.333655,0.033616,0.116031,0.147500,301063,904093.000,1.1
200,0.401412,0.040419,0.136414,0.168399,301063,750780.000,1.1
200,0.306193,0.032333,0.108728,0.143206,301063,983866.000,1.1
200,0.318483,0.036054,0.115609,0.150090,301063,946738.000,1.1
200,0.362838,0.035819,0.125948,0.162975,301063,831665.000,1.1
200,0.355151,0.065310,0.150341,0.180976,301063,848064.000,1.1
200,0.328530,0.031073,0.110814,0.148650,301063,917875.000,1.1
200,0.360331,0.045260,0.132938,0.169283,301063,836286.000,1.1
200,0.326409,0.027320,0.114660,0.151330,301063,923506.000,1.1
200,0.310410,0.031785,0.107591,0.148659,301063,971170.000,1.1
200,0.445744,0.150599,0.240507,0.283259,301063,676546.000,1.1
200,0.315728,0.030576,0.110931,0.148746,301063,955755.000,1.1
200,0.336226,0.029094,0.113047,0.151515,301063,896020.000,1.1
200,0.322333,0.029881,0.113805,0.152505,301063,934978.000,1.1
200,0.293870,0.027954,0.108543,0.140210,301063,1027518.000,1.1
200,0.328495,0.032364,0.112245,0.147579,301063,917875.000,1.1
200,0.315511,0.036949,0.127374,0.161487,301063,955755.000,1.1
200,0.301393,0.031424,0.106910,0.143808,301063,1000209.000,1.1
200,0.309011,0.039686,0.117198,0.153522,301063,974313.000,1.1
200,0.625198,0.034100,0.117086,0.154228,301063,481700.000,1.1
200,0.317444,0.035446,0.110503,0.148625,301063,949725.000,1.1
200,0.322976,0.033086,0.108433,0.144380,301063,934978.000,1.1
200,0.315027,0.034820,0.109675,0.142867,301063,955755.000,1.1
200,0.335869,0.041665,0.127619,0.165979,301063,898695.000,1.1
200,0.341868,0.030851,0.109460,0.145349,301063,882882.000,1.1
200,0.331525,0.034458,0.120185,0.159248,301063,909555.000,1.1
200,0.362620,0.036240,0.110472,0.143180,301063,831665.000,1.1
200,0.353262,0.029020,0.116412,0.149602,301063,852869.000,1.1
200,0.326235,0.028318,0.109917,0.155915,301063,923506.000,1.1
200,0.746741,0.033573,0.141118,0.178905,301063,403569.000,1.1
200,0.336902,0.035815,0.110982,0.143555,301063,896020.000,1.1
200,0.324712,0.031881,0.111447,0.145080,301063,929206.000,1.1
200,0.404941,0.036036,0.124955,0.161489,301063,745205.000,1.1
200,0.478738,0.063787,0.186800,0.225176,301063,629838.000,1.1
200,0.316828,0.033960,0.109370,0.141942,301063,952731.000,1.1
200,0.306341,0.030096,0.110094,0.141863,301063,983866.000,1.1
200,0.466418,0.053766,0.167135,0.205458,301063,646057.000,1.1
200,0.341963,0.031867,0.106392,0.147706,301063,882882.000,1.1
200,0.447463,0.031742,0.107911,0.237390,301063,673519.000,1.1
200,0.357599,0.050821,0.135791,0.166641,301063,843313.000,1.1
200,0.335808,0.032682,0.121765,0.156580,301063,898695.000,1.1
200,0.317923,0.032985,0.124256,0.157332,301063,949725.000,1.1
200,0.306803,0.029968,0.109292,0.139560,301063,983866.000,1.1
200,0.330793,0.037761,0.121601,0.153442,301063,912312.000,1.1
200,0.371241,0.046389,0.126729,0.176664,301063,811490.000,1.1
200,0.353702,0.042796,0.125522,0.161833,301063,852869.000,1.1
200,0.353116,0.030379,0.126837,0.159692,301063,852869.000,1.1
200,0.337524,0.031187,0.104120,0.163723,301063,893362.000,1.1
200,0.467122,0.032329,0.228922,0.270978,301063,644674.000,1.1
200,0.381138,0.051071,0.143263,0.181942,301063,790191.000,1.1
200,0.307361,0.031746,0.110243,0.140697,301063,980661.000,1.1
200,0.475255,0.033149,0.257371,0.296053,301063,633816.000,1.1
200,0.406328,0.038257,0.155102,0.194754,301063,741534.000,1.1
200,0.307446,0.036059,0.108946,0.148432,301063,980661.000,1.1
200,0.346607,0.037902,0.120406,0.158914,301063,870124.000,1.1
200,0.321904,0.029317,0.115085,0.152065,301063,937890.000,1.1
200,0.331934,0.031682,0.109029,0.147189,301063,909555.000,1.1
200,0.352680,0.033561,0.113891,0.150486,301063,855292.000,1.1
200,0.379732,0.036303,0.126949,0.183120,301063,794361.000,1.1
200,0.355970,0.049970,0.158848,0.199003,301063,848064.000,1.1
200,0.340905,0.032979,0.114168,0.146799,301063,885479.000,1.1
200,0.347145,0.048358,0.128593,0.169443,301063,867616.000,1.1
200,0.384499,0.033901,0.119478,0.153129,301063,784018.000,1.1
200,0.361822,0.036384,0.116898,0.149424,301063,833969.000,1.1
200,0.352739,0.028900,0.111788,0.149126,301063,855292.000,1.1
200,0.363016,0.032437,0.121841,0.167849,301063,829374.000,1.1
200,0.372228,0.030356,0.104163,0.144101,301063,809309.000,1.1
200,0.525598,0.088235,0.165607,0.198961,301063,573453.000,1.1
